Número,Fecha de entrega,Fecha de cierre,Prioridad,Estado,Título,Cerrado por,Nombre de Aplicación,Categoría del sitio,Bdo Tipo de Solicitud,Tipo solici,Tipo de Solicitud
"RF657533","23/01/25 08:53:56","24/01/25 20:22:20","4 - Baja","Cerrado","Solicitud desbloqueo usuario Seriva Derivados","MRODRIGUEZPE","SERIVA","A","","",""
"RF657619","23/01/25 10:06:43","24/01/25 10:57:12","4 - Baja","Cerrado","desbloqueo usuario iron montain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF657631","23/01/25 10:15:10","24/01/25 11:03:16","4 - Baja","Cerrado","IRON MOUNTAIN CREACION DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF657713","23/01/25 11:03:22","28/01/25 11:34:27","4 - Baja","Cerrado","SOLICITUD CREACION IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF657845","23/01/25 12:35:02","28/01/25 12:00:52","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF657945","23/01/25 14:45:43","24/01/25 13:31:53","4 - Baja","Cerrado","DESBLOQUEAR SERIVA Y ASIGNAR CONTRASEÑA","MRODRIGUEZPE","SERIVA","B","","",""
"RF657997","23/01/25 15:24:27","24/01/25 11:00:50","4 - Baja","Cerrado","Desbloqueo usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF658172","24/01/25 08:28:26","24/01/25 15:28:48","4 - Baja","Cerrado","aironmontain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF658185","24/01/25 08:42:47","24/01/25 16:29:48","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad (Desbloqueo)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF658244","24/01/25 09:37:32","24/01/25 13:26:41","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA.","MRODRIGUEZPE","SERIVA","A","","",""
"RF658332","24/01/25 10:56:59","24/01/25 13:15:44","4 - Baja","Cerrado","desbloqueo seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF658337","24/01/25 10:59:25","24/01/25 15:42:43","4 - Baja","Cerrado","USUARIO CLAVE DE IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF658535","24/01/25 14:54:28","27/01/25 08:25:48","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DE USUARIO.","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF658615","24/01/25 15:56:03","29/01/25 08:08:43","4 - Baja","Cerrado","DESBLOQUO USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF658637","24/01/25 16:09:29","27/01/25 08:22:17","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF658671","24/01/25 16:29:09","27/01/25 08:27:38","4 - Baja","Cerrado","Desbloqueo Aplicativo Iro Mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF658742","24/01/25 18:49:44","30/01/25 13:33:50","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO IRON M-DOCUMENTA WEB","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF658774","25/01/25 11:53:25","29/01/25 08:37:18","4 - Baja","Cerrado","IRON MOUNTAIN CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF658851","27/01/25 08:34:58","29/01/25 14:13:55","4 - Baja","Cerrado","DOCIT - CREACION DE PERFIL","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF658863","27/01/25 08:42:41","27/01/25 09:32:48","4 - Baja","Cerrado","Desbloqueo de usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF658889","27/01/25 08:55:22","29/01/25 08:10:08","4 - Baja","Cerrado","desbloquear acceso por inactividad","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659073","27/01/25 10:58:16","30/01/25 13:31:39","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad (Creación)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659224","27/01/25 14:13:53","30/01/25 13:30:36","4 - Baja","Cerrado","DESBLOQUEAR CLAVE DE IRON DOCUMENTOS WEB","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659253","27/01/25 14:38:22","29/01/25 08:11:51","4 - Baja","Cerrado","DESBLOQUEO IRON MOUNTAIN (DOCUMENTA WEB)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF659281","27/01/25 15:00:59","29/01/25 08:13:09","4 - Baja","Cerrado","desbloqueo usuario iron","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659292","27/01/25 15:12:05","29/01/25 19:50:33","4 - Baja","Cerrado","Habilitacion usuario SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF659296","27/01/25 15:12:27","29/01/25 19:52:25","4 - Baja","Cerrado","Habilitacion usuario SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF659300","27/01/25 15:14:51","29/01/25 20:27:32","4 - Baja","Cerrado","Habilitacion usuario CRCC","MRODRIGUEZPE","CRCC","A","","",""
"RF659303","27/01/25 15:16:16","29/01/25 20:28:22","4 - Baja","Cerrado","Habilitacion usuario ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF659346","27/01/25 15:42:41","03/02/25 10:26:30","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - Usuario LYDA ASTRID TOVAR PIÑEROS","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659404","27/01/25 16:23:56","05/02/25 09:19:37","4 - Baja","Cerrado","SOLICITUD DE CREACION DE USUARIO","MRODRIGUEZPE","SERIVA","A","","",""
"RF659410","27/01/25 16:28:38","29/01/25 08:14:52","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1088305068N","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659459","27/01/25 16:58:28","29/01/25 16:57:52","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA DIVISAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF659479","27/01/25 17:32:13","30/01/25 13:29:02","4 - Baja","Cerrado","IRON MOUNTAIN / creacion","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659480","27/01/25 17:36:29","05/02/25 17:08:31","4 - Baja","Cerrado","USUARIO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF659588","28/01/25 09:11:52","29/01/25 08:44:33","4 - Baja","Cerrado","MODIFICACION PERFIL - IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF659678","28/01/25 10:06:37","29/01/25 08:29:54","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1005979538-DGOMEZN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659776","28/01/25 11:19:10","29/01/25 17:01:11","4 - Baja","Cerrado","DESBLOQUEO USUARIO DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF659805","28/01/25 11:42:27","03/02/25 16:19:25","4 - Baja","Cerrado","Desbloqueo","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF659852","28/01/25 12:23:37","30/01/25 13:27:20","4 - Baja","Cerrado","SE SOLICITA DESBLOQUEO DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659874","28/01/25 13:16:26","29/01/25 14:18:33","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo Novedad (modificación)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659887","28/01/25 14:03:53","29/01/25 08:31:28","4 - Baja","Cerrado","Desbloqueo IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659914","28/01/25 14:35:38","29/01/25 19:20:59","4 - Baja","Cerrado","Desbloqueo de usuario ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF659985","28/01/25 15:15:39","29/01/25 08:33:52","4 - Baja","Cerrado","IRON MOUNTAIN CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF659992","28/01/25 15:19:19","29/01/25 08:35:43","4 - Baja","Cerrado","DESBLOQUEAR USUARIO POR INACTIVIDAD","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF660117","28/01/25 16:51:06","29/01/25 14:19:41","4 - Baja","Cerrado","desbloqueo cuenta usuario iron mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF660154","28/01/25 17:45:36","30/01/25 11:52:38","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","B","","",""
"RF660237","29/01/25 08:46:25","29/01/25 14:51:07","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF660387","29/01/25 10:07:59","31/01/25 11:03:29","4 - Baja","Cerrado","DESBLOQUEO USUARIO POR INACTIVIDAD","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF660441","29/01/25 10:39:45","30/01/25 13:25:54","4 - Baja","Cerrado","Desbloqueo Iron","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF660597","29/01/25 13:47:46","29/01/25 14:52:18","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF660694","29/01/25 15:09:02","31/01/25 11:04:45","4 - Baja","Cerrado","Desbloqueo de clave Documenta Web (Iron Mountain)- Ivan Raul Benavides Sanchez","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF660707","29/01/25 15:16:55","29/01/25 17:58:31","4 - Baja","Cerrado","DOCIT SOLICITUD CAMBIE DE PERFIL SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF660878","29/01/25 17:29:32","30/01/25 13:22:13","4 - Baja","Cerrado","IRON MOUNTAIN / DESBLOQUEO APLICATIVO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF661091","30/01/25 10:26:03","30/01/25 13:24:02","4 - Baja","Cerrado","DESBLOQUEO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF661179","30/01/25 11:44:28","05/02/25 17:39:44","4 - Baja","Cerrado","Solicitud Usuarios IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF661189","30/01/25 11:51:20","05/02/25 09:23:20","4 - Baja","Cerrado","Creación auron montain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF661195","30/01/25 11:55:48","31/01/25 11:06:04","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF661338","30/01/25 14:50:30","31/01/25 11:13:00","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF661362","30/01/25 15:02:03","31/01/25 11:16:02","4 - Baja","Cerrado","CREACION DE USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF661378","30/01/25 15:16:35","03/02/25 16:01:24","4 - Baja","Cerrado","DESBLOQUEO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF661415","30/01/25 15:48:04","03/02/25 16:05:55","4 - Baja","Cerrado","DESBLOQUEAR - IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF661470","30/01/25 16:39:45","31/01/25 10:42:53","4 - Baja","Cerrado","DOCIT-DESBLOQUEO SWIFT DERECHO E IZQUIERDO Y ASIGNACION NUEVA CONTRASEÑA","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF661556","31/01/25 07:17:17","10/02/25 17:49:19","4 - Baja","Cerrado","desbloquedo usuario por llegada de vacaciones","MRODRIGUEZPE","SERIVA","A","","",""
"RF661569","31/01/25 07:55:10","10/02/25 17:50:46","4 - Baja","Cerrado","Desbloquear Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF661574","31/01/25 08:04:38","31/01/25 11:15:12","4 - Baja","Cerrado","ASIGNACION NUEVA CONTRASEÑA MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF661704","31/01/25 10:05:47","03/02/25 10:28:59","4 - Baja","Cerrado","SOLICITO ACTIVACION DE APLICACION IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF661736","31/01/25 10:33:10","03/02/25 10:23:09","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO CON CAMBIO DE CLAVE","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF661900","31/01/25 12:37:41","06/02/25 16:35:07","4 - Baja","Cerrado","DESBLOQUEO SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF661991","31/01/25 15:06:20","03/02/25 10:29:53","4 - Baja","Cerrado","Asignación de roles de seguridad en la aplicación IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF662014","31/01/25 15:18:09","03/02/25 10:32:07","4 - Baja","Cerrado","CREACION USUARIO IRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662019","31/01/25 15:22:28","03/02/25 10:38:50","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662120","31/01/25 17:08:59","03/02/25 10:35:46","4 - Baja","Cerrado","Desbloqueo Usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662165","31/01/25 19:04:19","05/02/25 14:43:36","4 - Baja","Cerrado","CREACION IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662323","03/02/25 09:26:21","03/02/25 16:10:10","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1017256257","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662401","03/02/25 10:24:11","03/02/25 16:17:19","4 - Baja","Cerrado","desbloquear usuario iron mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF662446","03/02/25 10:53:00","03/02/25 16:12:36","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO DE IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662461","03/02/25 11:02:33","04/02/25 11:36:16","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1143827672","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF662496","03/02/25 11:33:49","03/02/25 16:21:54","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - LTOLOZA -BOR 1010181946","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662508","03/02/25 11:50:32","04/02/25 11:39:21","4 - Baja","Cerrado","Desbloqueo de clave Documenta Web (Iron Mountain)- Ivan Raul Benavides Sanchez","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF662530","03/02/25 12:22:40","04/02/25 11:09:25","4 - Baja","Cerrado","CLAVE IRON MONT.","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF662548","03/02/25 13:10:55","05/02/25 10:00:31","4 - Baja","Cerrado","SOLICITO DESBLOQUEO Y ASIGNACION DE CLAVE DEL APLICATIVO IRON MOUNTAIN  POR FAVOR","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF662612","03/02/25 14:46:34","04/02/25 11:12:39","4 - Baja","Cerrado","Desbloqueo de aplicativo de Iron","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF662649","03/02/25 15:20:48","04/02/25 11:25:21","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF662685","03/02/25 15:45:19","05/02/25 10:03:37","4 - Baja","Cerrado","DESBLOQUEO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF662695","03/02/25 15:58:49","04/02/25 11:27:19","4 - Baja","Cerrado","Desbloquear usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF662780","03/02/25 17:15:11","04/02/25 15:11:01","4 - Baja","Cerrado","Permisos de aplicacion ambiente productivo","MRODRIGUEZPE","KONCILIA","B","","",""
"RF662818","03/02/25 18:10:38","05/02/25 16:57:58","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO SN96394","MRODRIGUEZPE","SERIVA","A","","",""
"RF662845","04/02/25 07:59:15","04/02/25 13:52:26","4 - Baja","Cerrado","Desbloqueo de acceso al servidor de alfyn Xstbog15-241","MRODRIGUEZPE","ALFYN","A","","",""
"RF662905","04/02/25 09:00:25","04/02/25 11:34:39","4 - Baja","Cerrado","SOLICITUD ACTIVACION USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF662926","04/02/25 09:16:36","05/02/25 14:44:54","4 - Baja","Cerrado","DOCIT - CREACION CUENTA IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663016","04/02/25 10:50:37","04/02/25 11:41:27","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663052","04/02/25 11:22:06","05/02/25 09:57:35","4 - Baja","Cerrado","SOLICITUD DESBLOQUE IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663070","04/02/25 11:39:01","04/02/25 16:53:41","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663074","04/02/25 11:41:12","04/02/25 13:49:00","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - CMLOPEZ","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663123","04/02/25 12:33:42","05/02/25 10:24:26","4 - Baja","Cerrado","desbloquear usuario iron","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663166","04/02/25 14:27:11","05/02/25 10:08:13","4 - Baja","Cerrado","SOLICITUD DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF663177","04/02/25 14:35:25","05/02/25 09:25:42","4 - Baja","Cerrado","desbloqueo y asignacion de nueva clave","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF663187","04/02/25 14:43:34","11/02/25 18:15:14","4 - Baja","Cerrado","DEBLOQUEO USUARIO IRON BOR1020814824","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF663198","04/02/25 14:51:37","04/02/25 16:57:07","4 - Baja","Cerrado","DESBLOQUEO   USUARIO DOCIT","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF663282","04/02/25 15:51:03","05/02/25 16:59:40","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO SN96394 Y REINICIAR CLAVE","MRODRIGUEZPE","SERIVA","A","","",""
"RF663340","04/02/25 16:38:21","05/02/25 09:27:31","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF663358","04/02/25 16:55:23","05/02/25 09:47:28","4 - Baja","Cerrado","SOLICITUD CREACION DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF663370","04/02/25 17:19:07","11/02/25 13:51:31","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON 98394560","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663372","04/02/25 17:23:14","10/02/25 18:21:31","4 - Baja","Cerrado","Permisos aplicacion Koncilia","MRODRIGUEZPE","KONCILIA","B","","",""
"RF663452","05/02/25 08:40:27","10/02/25 15:51:15","4 - Baja","Cerrado","DESBLOQUEO APLICATIVO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF663489","05/02/25 09:09:42","05/02/25 10:30:42","4 - Baja","Cerrado","SOA - DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - BOR1039738007","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF663700","05/02/25 11:31:34","10/02/25 08:53:10","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - BOC1014856442","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF663798","05/02/25 14:19:25","10/02/25 08:45:32","4 - Baja","Cerrado","DESBLOQUEAR AIRON MOUNTAIN COLOMBIA","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF663804","05/02/25 14:27:17","14/02/25 15:55:14","4 - Baja","Cerrado","asignación de usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF663850","05/02/25 15:20:26","05/02/25 17:42:17","4 - Baja","Cerrado","DESBLOQUEAR  USUARIO  AIRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF664033","06/02/25 08:19:17","14/02/25 09:10:09","4 - Baja","Cerrado","SOLICITUD DE CREACION DE USUARIO EN APP SERIVA - DOCIT","MRODRIGUEZPE","SERIVA","A","","",""
"RF664043","06/02/25 08:31:06","10/02/25 08:47:22","4 - Baja","Cerrado","SOLICITUD USUARIO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664079","06/02/25 09:06:45","10/02/25 08:48:49","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - Nombre de usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664211","06/02/25 10:50:02","10/02/25 08:43:51","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN -BOR1012414558","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664216","06/02/25 10:55:24","10/02/25 12:17:47","4 - Baja","Cerrado","Permisos de acceso Koncilia","MRODRIGUEZPE","KONCILIA","B","","",""
"RF664358","06/02/25 13:55:08","10/02/25 15:52:54","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE CLAVE","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664428","06/02/25 15:01:00","10/02/25 08:55:17","4 - Baja","Cerrado","Desbloqueo Usuario Iron MOntain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF664544","06/02/25 16:55:04","10/02/25 18:46:23","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF664549","06/02/25 17:00:39","12/02/25 15:04:06","4 - Baja","Cerrado","SOLICITUD  POR FAVOR DE CREACIÓN DE USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF664578","06/02/25 17:18:17","10/02/25 18:52:19","4 - Baja","Cerrado","INGRESO A SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF664708","07/02/25 09:02:20","10/02/25 15:49:36","4 - Baja","Cerrado","DESBLOQUEO IRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664748","07/02/25 09:24:18","10/02/25 08:50:52","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON MOUNTAIN - Nombre de usuario: BOR1001941554 (MJPADILLA)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664807","07/02/25 10:21:13","12/02/25 17:38:55","4 - Baja","Cerrado","Permisos de acceso Koncilia produccion","MRODRIGUEZPE","KONCILIA","B","","",""
"RF664845","07/02/25 11:10:46","12/02/25 16:08:35","4 - Baja","Cerrado","SOLICITO DESBLOQUEO Y NUEVA CLAVE - IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF664876","07/02/25 11:43:22","10/02/25 18:30:37","4 - Baja","Cerrado","Solicitud desbloqueo usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF664943","07/02/25 13:43:25","10/02/25 08:59:31","4 - Baja","Cerrado","DESBLOQUEO DE APLICATIVO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF665043","07/02/25 15:23:50","10/02/25 19:00:08","4 - Baja","Cerrado","DESBLOQUE Y NUEVA CONTRASEÑA","MRODRIGUEZPE","SWIFT DERECHO","B","","",""
"RF665044","07/02/25 15:25:01","14/02/25 15:30:15","4 - Baja","Cerrado","SOLICITUD CREACION DE USUARIO SWIFT DERECHO","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF665328","10/02/25 09:12:48","11/02/25 08:40:33","4 - Baja","Cerrado","DESBLOQUEO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF665348","10/02/25 09:30:27","11/02/25 14:04:24","4 - Baja","Cerrado","CREACION USUARIO DECEVAL CRISTIAN ORLANDO LOPEZ SANCHEZ","MRODRIGUEZPE","DECEVAL","A","","",""
"RF665428","10/02/25 10:18:06","14/02/25 10:40:27","4 - Baja","Cerrado","Desbloqueo cuenta usuario IRON MOUNTAIN - JTORTIZ","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF665437","10/02/25 10:22:04","10/02/25 15:54:50","4 - Baja","Cerrado","IRON MOUNTAIN / DESBLOQUEO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF665443","10/02/25 10:25:41","14/02/25 10:37:06","4 - Baja","Cerrado","DESBLOQUEO DE IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF665548","10/02/25 11:45:42","12/02/25 16:29:12","4 - Baja","Cerrado","USUARIO SERIVA - JPGIL","MRODRIGUEZPE","SERIVA","A","","",""
"RF665563","10/02/25 12:01:51","11/02/25 08:42:01","4 - Baja","Cerrado","SOLICITUD DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF665685","10/02/25 15:11:47","12/02/25 16:12:38","4 - Baja","Cerrado","DESBLOQUEO USUARIO - NICOLE DAYANA CAMARGO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
