Número,Fecha de entrega,Fecha de cierre,Prioridad,Estado,Título,Cerrado por,Nombre de Aplicación,Categoría del sitio,Bdo Tipo de Solicitud,Tipo solici,Tipo de Solicitud
"RF729189","01/07/25 10:14:12","01/07/25 15:41:50","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO USUARIO","MRODRIGUEZPE","SERIVA","A","","",""
"RF729353","01/07/25 11:56:16","01/07/25 15:43:10","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","B","","",""
"RF729718","02/07/25 08:24:22","02/07/25 15:13:20","4 - Baja","Cerrado","Solicitud Desbloqueo Seriva Renta Fija","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF730351","02/07/25 17:04:42","10/07/25 16:43:53","4 - Baja","Cerrado","Creacion y activación de usuarios en koncilia producción y QA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF730359","02/07/25 17:09:29","11/07/25 13:18:43","4 - Baja","Cerrado","SOLICITUD CREACIÓN USUARIO DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF730893","03/07/25 14:36:46","10/07/25 19:56:39","4 - Baja","Cerrado","Creaciòn Usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF730901","03/07/25 14:39:27","04/07/25 10:59:38","4 - Baja","Cerrado","Creaciòn Usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF731261","04/07/25 08:48:28","07/07/25 15:11:53","4 - Baja","Cerrado","Permisos aplicación Koncilia","MRODRIGUEZPE","KONCILIA","B","","",""
"RF731627","04/07/25 14:36:29","07/07/25 12:27:21","4 - Baja","Cerrado","desbloqueo usuario","MRODRIGUEZPE","SERIVA","A","","",""
"RF731692","04/07/25 15:09:46","10/07/25 17:26:16","4 - Baja","Cerrado","Solicitud USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","B","","",""
"RF731698","04/07/25 15:12:27","10/07/25 13:48:09","4 - Baja","Cerrado","desbloquear  usuario","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF732402","07/07/25 14:38:39","07/07/25 15:58:09","4 - Baja","Cerrado","DESBLOQUEO ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF732408","07/07/25 14:42:33","08/07/25 10:30:12","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF732412","07/07/25 14:44:06","07/07/25 16:01:23","4 - Baja","Cerrado","DESBLOQUEO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF733481","09/07/25 09:36:36","10/07/25 13:26:44","4 - Baja","Cerrado","Solicitud desbloqueo usuario alfyn.","MRODRIGUEZPE","ALFYN","A","","",""
"RF735114","11/07/25 14:35:26","15/07/25 11:05:29","4 - Baja","Cerrado","Solicitud de rol EJECUTOR CONTABILIDAD","MRODRIGUEZPE","KONCILIA","B","","",""
"RF735978","14/07/25 14:57:03","15/07/25 11:05:59","4 - Baja","Cerrado","SOLICITUD ROL EJECUTOR CONTABILIDAD","MRODRIGUEZPE","KONCILIA","B","","",""
"RF736165","14/07/25 17:44:37","15/07/25 11:01:19","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF736713","15/07/25 16:09:37","21/07/25 11:58:34","4 - Baja","Cerrado","desbloqueo","MRODRIGUEZPE","SERIVA","A","","",""
"RF737132","16/07/25 11:11:45","21/07/25 13:17:11","4 - Baja","Cerrado","Solicitud de rol EJECUTOR CONTABILIDAD","MRODRIGUEZPE","KONCILIA","B","","",""
"RF737138","16/07/25 11:15:27","21/07/25 13:49:33","4 - Baja","Cerrado","SOLICITUD DE ROL EJECUTOR CONTABILIDAD","MRODRIGUEZPE","KONCILIA","B","","",""
"RF737197","16/07/25 12:01:55","22/07/25 11:24:57","4 - Baja","Cerrado","Usuario SERIVA smorera","MRODRIGUEZPE","SERIVA","A","","",""
"RF737378","16/07/25 16:20:44","21/07/25 14:01:09","4 - Baja","Cerrado","Solicitud del rol EJCUTOR CONTABILIDAD","MRODRIGUEZPE","KONCILIA","A","","",""
"RF738359","18/07/25 11:36:06","28/07/25 16:00:24","4 - Baja","Cerrado","ACCESO APLICATIVO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF738774","21/07/25 08:45:49","21/07/25 11:43:11","4 - Baja","Cerrado","CREACION DE USUARIO EN KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF739022","21/07/25 11:30:45","23/07/25 12:36:11","4 - Baja","Cerrado","Solicitud de desbloqueo y restablecimiento de contraseña.","MRODRIGUEZPE","SERIVA","A","","",""
"RF739494","22/07/25 09:17:06","24/07/25 17:06:02","4 - Baja","Cerrado","SOLICITUD//APLICATIVO","MRODRIGUEZPE","CRCC","B","","",""
"RF741026","24/07/25 11:00:16","28/07/25 15:23:43","4 - Baja","Cerrado","Creacion y activación de usuarios en koncilia producción","MRODRIGUEZPE","KONCILIA","A","","",""
"RF741502","25/07/25 08:37:16","31/07/25 10:50:42","4 - Baja","Cerrado","Creación Usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF741506","25/07/25 08:39:46","04/08/25 15:12:59","4 - Baja","Cerrado","Creación Usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF741514","25/07/25 08:49:00","04/08/25 10:55:29","4 - Baja","Cerrado","SOLICITUD DE INGRESO AL APLICATIVO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF741601","25/07/25 09:42:45","31/07/25 10:47:28","4 - Baja","Cerrado","SOLICITUD DE INGRESO AL APLICATIVO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF741618","25/07/25 09:55:52","28/07/25 15:37:10","4 - Baja","Cerrado","Desbloqueo Ingreso Seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF742516","28/07/25 10:54:54","30/07/25 14:28:25","4 - Baja","Cerrado","Desbloquear usuario SYEPES Koncilia PRD y QA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF742725","28/07/25 14:20:49","30/07/25 14:32:35","4 - Baja","Cerrado","DESBLOQUEO USUARIO KONCILIA PRD Y QA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF742742","28/07/25 14:36:52","06/08/25 11:34:39","4 - Baja","Cerrado","Creacion de usuario","MRODRIGUEZPE","KONCILIA","A","","",""
"RF742945","28/07/25 17:02:39","30/07/25 14:34:51","4 - Baja","Cerrado","DESBLOQUEAR- USUARIO KONCILIA CFVARELA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF743077","29/07/25 08:38:16","06/08/25 11:03:39","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF743136","29/07/25 09:26:07","31/07/25 21:49:29","4 - Baja","Cerrado","Creación de usuario ALFYN.","MRODRIGUEZPE","ALFYN","A","","",""
"RF743163","29/07/25 09:38:08","01/08/25 14:40:47","4 - Baja","Cerrado","Modificación de usuario.","MRODRIGUEZPE","SERIVA","A","","",""
"RF743168","29/07/25 09:40:57","01/08/25 10:42:29","4 - Baja","Cerrado","Modificación de usuario Seriva renta fija.","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF743212","29/07/25 10:12:05","06/08/25 11:52:56","4 - Baja","Cerrado","Creacion de Usuario Koncilia, Usuario Espejo JALBAN- CONSULTOR CCA0630C","MRODRIGUEZPE","KONCILIA","A","","",""
"RF743976","30/07/25 10:20:38","06/08/25 10:58:07","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF744058","30/07/25 11:31:59","31/07/25 10:24:27","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF744088","30/07/25 11:51:00","06/08/25 15:32:37","4 - Baja","Cerrado","Creaciòn Usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF744410","30/07/25 16:55:10","31/07/25 12:26:20","4 - Baja","Cerrado","Legalización del usuario Interaplicaciones hp-ove-user en la aplicacion de KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF745484","01/08/25 11:11:17","06/08/25 10:49:04","4 - Baja","Cerrado","SOLICITUD CAMBIO DE PERFIL DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF747724","06/08/25 11:04:38","13/08/25 17:49:40","4 - Baja","Cerrado","ATAR USUARIO","MRODRIGUEZPE","KONCILIA","A","","",""
"RF748177","07/08/25 08:41:32","13/08/25 18:41:11","4 - Baja","Cerrado","DOCIT - Modificación de perfil","MRODRIGUEZPE","SERIVA","A","","",""
"RF748178","07/08/25 08:44:56","13/08/25 18:13:26","4 - Baja","Cerrado","DOCIT - Modificación de perfil","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF748179","07/08/25 08:49:00","13/08/25 18:04:34","4 - Baja","Cerrado","DOCIT - Modificación de perfil","MRODRIGUEZPE","ALFYN","A","","",""
"RF748292","08/08/25 09:23:52","12/08/25 16:47:35","4 - Baja","Cerrado","Desbloqueo de usuario SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF748360","08/08/25 10:14:11","08/08/25 16:33:05","4 - Baja","Cerrado","DESBLOQUEO Y SOLICITUD DE NUEVA CONTRASEÑA SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF749141","11/08/25 10:35:10","15/08/25 17:14:24","4 - Baja","Cerrado","Desbloqueo Usuario Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF749747","12/08/25 08:27:57","13/08/25 15:03:48","4 - Baja","Cerrado","Desbloquear usuario de Seriva por vacaciones","MRODRIGUEZPE","SERIVA","A","","",""
"RF749972","12/08/25 11:02:55","13/08/25 19:41:37","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF749981","12/08/25 11:06:21","13/08/25 19:55:51","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF750215","12/08/25 15:31:36","12/08/25 16:55:30","4 - Baja","Cerrado","Solicitud para desbloqueo de Usuario para acceder a SERIVA (Bco_Occidente y Renta Fija)","MRODRIGUEZPE","SERIVA","A","","",""
"RF750316","12/08/25 17:20:27","13/08/25 17:27:06","4 - Baja","Cerrado","Solicitud para desbloqueo de Usuario para acceder a SERIVA (Bco_Occidente)","MRODRIGUEZPE","SERIVA","A","","",""
"RF750320","12/08/25 17:23:59","13/08/25 17:29:01","4 - Baja","Cerrado","Solicitud para desbloqueo de Usuario para acceder a SERIVA (Renta Fija)","MRODRIGUEZPE","SERIVA","A","","",""
"RF751586","14/08/25 17:02:20","04/09/25 18:28:41","4 - Baja","Cerrado","KPMG Creación usuario SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF751908","15/08/25 12:15:46","20/08/25 13:11:24","4 - Baja","Cerrado","AJUSTE DE PERFIL AS400","MRODRIGUEZPE","SERIVA","A","","",""
"RF753367","20/08/25 15:48:33","16/09/25 15:16:09","4 - Baja","Cerrado","Titulo: Gerencia Operaciones- Usuarios CRCC - Escalar a TI-GOS23-Tesoreria","MRODRIGUEZPE","CRCC","A","","",""
"RF753372","20/08/25 15:54:02","29/08/25 14:17:31","4 - Baja","Cerrado","Asignación nueva contraseña - Usuario Administrador CRCC","MRODRIGUEZPE","CRCC","A","","",""
"RF753396","20/08/25 16:13:41","02/09/25 17:52:11","4 - Baja","Cerrado","SOX - Evaluación efectividad controles - crcc","MRODRIGUEZPE","CRCC","A","","",""
"RF754150","22/08/25 07:29:04","22/08/25 09:31:43","4 - Baja","Cerrado","DESBLOQUEO USUARIO/CLAVE SERIVA/FISA","MRODRIGUEZPE","SERIVA","A","","",""
"RF754394","22/08/25 11:41:00","04/09/25 18:41:01","4 - Baja","Cerrado","Creacion usuario Deceval","MRODRIGUEZPE","DECEVAL","A","","",""
"RF754750","25/08/25 07:50:28","27/08/25 13:45:26","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF754753","25/08/25 07:51:40","27/08/25 13:49:03","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF754788","25/08/25 08:28:56","27/08/25 10:08:45","4 - Baja","Cerrado","Desbloqueo Seriva","MRODRIGUEZPE","SERIVA","B","","",""
"RF754874","25/08/25 09:24:46","10/09/25 16:31:13","4 - Baja","Cerrado","SOLICITUD USUARIO KONCILIA (CONSULTA)","MRODRIGUEZPE","KONCILIA","A","","",""
"RF754958","25/08/25 10:24:55","28/08/25 14:09:40","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO DE USUARIO PARA SERIVA","MRODRIGUEZPE","SERIVA","C","","",""
"RF755005","25/08/25 11:09:00","02/09/25 17:33:25","4 - Baja","Cerrado","DOCIT - CREACION DE USUARIO SERIVA YERSON MOSQUERA","MRODRIGUEZPE","SERIVA","A","","",""
"RF756222","27/08/25 09:37:03","29/08/25 13:02:49","4 - Baja","Cerrado","DESBLOQUEAR USUARIO DECCEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF756225","27/08/25 09:39:32","29/08/25 16:44:04","4 - Baja","Cerrado","DESBLOQUEAR USUARIO CLEARSTREAM","MRODRIGUEZPE","CLEARSTREAM","A","","",""
"RF756451","27/08/25 12:19:24","28/08/25 11:47:48","4 - Baja","Cerrado","USUARIO SERIVA-FISA","MRODRIGUEZPE","SERIVA","B","","",""
"RF756856","28/08/25 08:21:51","10/09/25 12:07:27","4 - Baja","Cerrado","SOLICITUD DE CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF756872","28/08/25 08:35:58","10/09/25 12:17:53","4 - Baja","Cerrado","SOLICITUD DE CREACION USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF758457","01/09/25 12:09:04","04/09/25 15:10:23","4 - Baja","Cerrado","Creación cuenta usuario aplicación SERIVA Divisas - RPACONFIDERIVADOS","MRODRIGUEZPE","SERIVA","A","","",""
"RF758462","01/09/25 12:12:54","01/09/25 15:51:00","4 - Baja","Cerrado","CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF758505","01/09/25 14:02:11","01/09/25 16:30:10","4 - Baja","Cerrado","DOCIT: ACTIVADACION Y CAMBIO DE CONTRASEÑA","MRODRIGUEZPE","SERIVA","A","","",""
"RF758507","01/09/25 14:04:23","01/09/25 15:46:33","4 - Baja","Cerrado","DOCIT - Modificación de perfil","MRODRIGUEZPE","ALFYN","A","","",""
"RF758980","02/09/25 10:00:45","02/09/25 17:38:26","4 - Baja","Cerrado","RESTABLECER USUARIO DE ERIVA POR REINTEGRO DE VACACIONES","MRODRIGUEZPE","SERIVA","A","","",""
"RF759159","02/09/25 12:09:11","02/09/25 17:45:48","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF759275","02/09/25 14:54:12","04/09/25 13:26:57","4 - Baja","Cerrado","Desbloqueo usuario","MRODRIGUEZPE","ALFYN","A","","",""
"RF760171","04/09/25 08:17:06","04/09/25 13:28:20","4 - Baja","Cerrado","Desbloqueo seriva-Fisa","MRODRIGUEZPE","SERIVA","A","","",""
"RF760722","04/09/25 15:54:25","22/09/25 10:27:14","4 - Baja","Cerrado","KONCILIA - CREACION DE USUARIO EN ROL EJECUTOR ALFYN GESTOR CONTABLE","MRODRIGUEZPE","KONCILIA","B","","",""
"RF761598","08/09/25 09:50:18","10/09/25 12:26:55","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF761606","08/09/25 09:53:29","12/09/25 15:04:43","4 - Baja","Cerrado","Reset de token","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF761699","08/09/25 10:50:10","17/09/25 15:30:58","4 - Baja","Cerrado","SOLICITUD CREACION DE USUARIO IRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF761971","08/09/25 15:58:27","09/09/25 11:01:56","4 - Baja","Cerrado","DESBLOQUEAR USUARIO ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF762620","09/09/25 16:55:46","17/09/25 15:29:55","4 - Baja","Cerrado","CREACION USUARIO EIRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF762625","09/09/25 16:59:46","10/09/25 12:32:13","4 - Baja","Cerrado","DESBLOQUEAR USUARIO ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF762987","10/09/25 11:54:25","10/09/25 12:39:54","4 - Baja","Cerrado","USUARIOS ALFYN Y PROFORMAS","MRODRIGUEZPE","ALFYN","A","","",""
"RF763178","10/09/25 15:47:23","17/09/25 20:45:08","4 - Baja","Cerrado","SOLICITUD MODIFICACION USUARIO RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF763185","10/09/25 15:54:14","17/09/25 20:48:20","4 - Baja","Cerrado","SOLICITUD MODIFICACION  USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF763267","10/09/25 16:47:34","15/09/25 17:13:24","4 - Baja","Cerrado","SOLICITUD ALFYN PROFORMAS","MRODRIGUEZPE","ALFYN","A","","",""
"RF763604","11/09/25 11:04:12","18/09/25 14:20:36","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","B","","",""
"RF763611","11/09/25 11:10:43","18/09/25 15:12:56","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763612","11/09/25 11:10:47","18/09/25 15:14:46","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763617","11/09/25 11:16:24","18/09/25 15:16:40","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763621","11/09/25 11:18:45","18/09/25 15:35:51","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763636","11/09/25 11:29:04","18/09/25 15:40:03","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763653","11/09/25 11:41:55","18/09/25 15:41:28","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","B","","",""
"RF763660","11/09/25 11:47:31","18/09/25 15:54:32","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","B","","",""
"RF763692","11/09/25 12:14:16","18/09/25 15:57:55","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763693","11/09/25 12:14:19","18/09/25 15:59:26","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF763697","11/09/25 12:20:48","18/09/25 16:01:39","4 - Baja","Cerrado","Modificación perfil - asignar permisos especiales","MRODRIGUEZPE","KONCILIA","A","","",""
"RF764327","12/09/25 14:59:11","15/09/25 17:18:37","4 - Baja","Cerrado","***GERENCIA DE OPERACIONES****DEBLOQUEO USUARIOS SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF764328","12/09/25 14:59:21","16/09/25 14:07:05","4 - Baja","Cerrado","DESBLOQUEO APLICATIO SWIFT DERECHO","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF764333","12/09/25 15:01:54","23/09/25 12:05:31","4 - Baja","Cerrado","****GERENCIA DE OPERACIONES ****DESBLOQUEO USUARIOS DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF764538","15/09/25 08:13:14","15/09/25 16:38:48","4 - Baja","Cerrado","Desbloqueo usuario SERIVA SN96496","MRODRIGUEZPE","SERIVA","A","","",""
"RF764539","15/09/25 08:14:19","15/09/25 16:46:43","4 - Baja","Cerrado","Desbloqueo usuario SERIVA SN964961","MRODRIGUEZPE","SERIVA","A","","",""
"RF764665","15/09/25 09:48:54","18/09/25 16:08:47","4 - Baja","Cerrado","ACTIVAR SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF764765","15/09/25 11:15:54","17/09/25 21:40:23","4 - Baja","Cerrado","CREACIÓN USUARIO SERIVA CARLOS NAVIA","MRODRIGUEZPE","SERIVA","B","","",""
"RF764914","15/09/25 14:50:08","22/09/25 16:07:01","4 - Baja","Cerrado","HABILITAR  ACCESO A KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF765651","16/09/25 17:24:24","18/09/25 16:04:37","4 - Baja","Cerrado","IRON MOUNTAIN CREACIÓN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF765654","16/09/25 17:27:38","18/09/25 16:05:14","4 - Baja","Cerrado","IRON MOUNTAIN CREACIÓN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF767162","19/09/25 11:30:59","23/09/25 10:14:09","4 - Baja","Cerrado","ASIGNACION DE NUEVO ROL SOPORTE TECNICO - DAOROZCO","MRODRIGUEZPE","KONCILIA","B","","",""
"RF768474","23/09/25 13:01:19","30/09/25 11:24:40","4 - Baja","Cerrado","Desbloqueo Usuario Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF768530","23/09/25 14:32:20","29/09/25 08:40:45","4 - Baja","Cerrado","*** HABILITAR ACCESO A APLICACIÓN Y/O GESTION DE CLAVES / SECURE FILE ****","MRODRIGUEZPE","SERIVA","B","","",""
"RF768733","23/09/25 16:54:55","30/09/25 12:03:27","4 - Baja","Cerrado","MODIFICAR PERFIL - SERIVA","MRODRIGUEZPE","SERIVA","B","","",""
"RF768747","23/09/25 17:16:45","04/10/25 10:57:52","4 - Baja","Cerrado","CREACION USUARIO DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF768892","24/09/25 09:07:11","29/09/25 08:33:15","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF768992","24/09/25 09:58:42","04/10/25 11:02:19","4 - Baja","Cerrado","Creación  de usuario para  uso del aplicativo Deceval","MRODRIGUEZPE","DECEVAL","B","","",""
"RF769243","24/09/25 14:23:22","30/09/25 11:17:41","4 - Baja","Cerrado","DESBLOQUEO USUARIO ALFYN","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF769256","24/09/25 14:26:09","30/09/25 11:19:34","4 - Baja","Cerrado","****GERENCIA DE OPERACIONES****DESBLOQUEO USUARIO ALFYN","MRODRIGUEZPE","SERIVA","A","","",""
"RF769906","25/09/25 14:40:57","09/10/25 10:12:19","4 - Baja","Cerrado","Creación de Usuario administrador de aplicativo KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF770525","26/09/25 12:09:56","04/10/25 00:49:03","4 - Baja","Cerrado","SERIVA / CREACION USUARIO MARIA ALEJANDRA SANCHEZ","MRODRIGUEZPE","SERIVA","A","","",""
"RF772682","01/10/25 16:01:07","09/10/25 10:14:50","4 - Baja","Cerrado","Creación Usuario FISA Ines Stella Vargas Romero","MRODRIGUEZPE","SERIVA","A","","",""
"RF772692","01/10/25 16:06:48","09/10/25 10:15:27","4 - Baja","Cerrado","Creación Usuario Alfyn Ines Stella Vargas Romero","MRODRIGUEZPE","ALFYN","A","","",""
"RF772702","01/10/25 16:11:15","09/10/25 10:16:11","4 - Baja","Cerrado","Creación Usuario ClearStream OBB y BOP","MRODRIGUEZPE","CLEARSTREAM","A","","",""
"RF774740","06/10/25 15:12:12","09/10/25 10:17:14","4 - Baja","Cerrado","DESBLOQUEAR SERIVA","MRODRIGUEZPE","SERIVA","B","","",""
"RF779315","16/10/25 09:51:18","23/10/25 17:17:05","4 - Baja","Cerrado","SOLICITUD CREACIÓN USUARIO CARLOS NAVIA","MRODRIGUEZPE","SERIVA","A","","",""
"RF780648","20/10/25 08:54:46","20/10/25 12:57:14","4 - Baja","Cerrado","DESBLOQUERO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF780739","20/10/25 09:58:12","21/10/25 15:55:38","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO USUARIO SERIVA POR REINTEGRO DE VACACIONES","MRODRIGUEZPE","SERIVA","A","","",""
"RF781027","20/10/25 14:18:51","21/10/25 14:49:33","4 - Baja","Cerrado","Desbloqueo de Seriva Derivados SN89996 y Renta Fija SN899961","MRODRIGUEZPE","SERIVA","A","","",""
"RF781533","21/10/25 11:43:08","22/10/25 12:30:34","4 - Baja","Cerrado","desbloqueo fisa - seriva","MRODRIGUEZPE","SERIVA","B","","",""
"RF781851","21/10/25 16:28:14","22/10/25 17:07:46","4 - Baja","Cerrado","MODIFICACION PERFIL","MRODRIGUEZPE","SERIVA","A","","",""
"RF781855","21/10/25 16:29:23","22/10/25 15:57:43","4 - Baja","Cerrado","SOLICITUD MODIFICACION PERFIL","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF782222","22/10/25 11:38:52","22/10/25 15:32:54","4 - Baja","Cerrado","Por favor requiero desbloqueo de mi usuario de FISA derivados ARVARGAS","MRODRIGUEZPE","SERIVA","B","","",""
"RF782321","22/10/25 14:08:27","27/10/25 16:51:43","4 - Baja","Cerrado","POR FAVOR DEBLOQUEAR ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF782486","22/10/25 16:01:47","27/10/25 16:52:52","4 - Baja","Cerrado","Desbloqueo Usuario Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF782777","23/10/25 10:16:10","28/10/25 16:56:59","4 - Baja","Cerrado","DESBLOQUEAR USUARIO Y ASGINAR NUEVA CONTRASEÑA SWIFT DERECHO","MRODRIGUEZPE","SWIFT DERECHO","B","","",""
"RF787651","04/11/25 10:56:41","13/11/25 17:37:08","4 - Baja","Cerrado","Revision agente de microsegmentacion xconbog15-12","MRODRIGUEZPE","ALFYN","B","","",""
"RF787891","04/11/25 15:39:40","10/11/25 15:51:01","4 - Baja","Cerrado","DESBLOQUEO USUARIO DE CRCC 92813","MRODRIGUEZPE","CRCC","A","","",""
"RF790379","10/11/25 09:42:19","10/11/25 16:42:30","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF790639","10/11/25 13:18:36","18/11/25 10:44:54","4 - Baja","Cerrado","Creacion de usuario","MRODRIGUEZPE","SERIVA","A","","",""
"RF790684","10/11/25 14:24:07","12/11/25 12:09:59","4 - Baja","Cerrado","Desbloqueo Usuario LGarzonG","IAVILA","SERIVA","A","","",""
"RF792810","14/11/25 06:33:39","18/11/25 16:38:30","4 - Baja","Cerrado","GCIA OPERACIONES- CLAVE DERECHA SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF793025","14/11/25 11:14:52","18/11/25 12:59:54","4 - Baja","Cerrado","CREACIÓN USUARIO ALFYN CARLOS NAVIA","MRODRIGUEZPE","ALFYN","A","","",""
"RF793664","18/11/25 10:22:02","21/11/25 08:10:37","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
